-2.3122265423,1.9519920106,-1.6098507323,3.9979055875,-0.5221878647,-1.4265453192,-2.5373873062,1.3916572483,-2.7700892772,-2.7722721447,3.2020332071,-2.8999073885,-0.5952218813,-4.2892537824,0.3897241203,-1.1407471798,-2.8300556745,-0.0168224682,0.416955705,0.1269105591,0.5172323709,-0.0350493686,-0.4652110762,0.3201981985,0.0445191675,0.1778397983,0.2611450026,-0.1432758747,0,1
-3.043540624,-3.1573071209,1.08846278,2.2886436184,1.3598051297,-1.064822523,0.3255742662,-0.0677936532,-0.2709528362,-0.8385865646,-0.4145754483,-0.5031408596,0.6765015446,-1.6920289331,2.0006348391,0.6667796959,0.5997174138,1.7253210075,0.2833448301,2.1023387926,0.6616959248,0.435477209,1.3759657425,-0.2938031527,0.2797980318,-0.1453617148,-0.2527731225,0.0357642252,529,1
-2.3033495676,1.7592474603,-0.3597447433,2.3302430505,-0.8216283284,-0.0757875706,0.5623197823,-0.3991465785,-0.2382533677,-1.5254116266,2.0329121576,-6.5601242951,0.0229373235,-1.4701015361,-0.6988260686,-2.2821938286,-4.781830856,-2.6156649448,-1.3344410667,-0.4300218672,-0.2941663176,-0.9323910573,0.1727262958,-0.087329538,-0.1561142647,-0.542627889,0.0395659889,-0.1530287965,239.93,1
-4.3979744417,1.3583670284,-2.5928442183,2.6797869669,-1.1281309421,-1.7065363877,-3.496197293,-0.248777743,-0.2477678995,-4.801637406,4.8958442235,-10.9128193194,0.1843716858,-6.7710967247,-0.0073261826,-7.3580832213,-12.5984185406,-5.1315486284,0.3083339458,-0.1716078786,0.5735740684,0.176967718,-0.4362068836,-0.0535018649,0.252405262,-0.6574877548,-0.8271357146,0.84957338,59,1
1.2342350461,3.0197404207,-4.3045968848,4.7327951304,3.6242008306,-1.3577456632,1.7134449879,-0.4963584871,-1.2828578204,-2.4474692551,2.101343865,-4.6096283906,1.4643776248,-6.0793371931,-0.3392373727,2.5818509538,6.7393843848,3.0424931783,-2.7218531222,0.0090608364,-0.3790683071,-0.7041810322,-0.6568047563,-1.6326529569,1.4889014484,0.5667972735,-0.0100162235,0.1467927349,1,1
0.0084303649,4.137836835,-6.2406965719,6.6757321631,0.7683070246,-3.3530595479,-1.6317346727,0.1546124482,-2.7958924645,-6.1878906297,5.6643947086,-9.8544848229,-0.3061666583,-10.6911962118,-0.6384981927,-2.0419737911,-1.129055877,0.1164525212,-1.9346657389,0.4883782211,0.3645142098,-0.6080571338,-0.5395279418,0.128939983,1.4884812101,0.5079626778,0.7358216361,0.5135737407,1,1
0.0267792264,4.1324638971,-6.5605999681,6.3485566731,1.329665669,-2.5134788476,-1.6891022003,0.3032528005,-3.1394090574,-6.0454677978,6.7546254481,-8.9481785789,0.7027249981,-10.7338541032,-1.3795198568,-1.6389601149,-1.7463501363,0.7767440979,-1.3273566355,0.587743219,0.3705086515,-0.5767524732,-0.6696053718,-0.7599075295,1.6050555502,0.5406753964,0.7370403817,0.4966991082,1,1
0.3295943333,3.7128892952,-5.7759351083,6.0782655056,1.6673590131,-2.4201684135,-0.8128912495,0.133080118,-2.214311312,-5.1344544711,4.5607201055,-8.8737483616,-0.7974835996,-9.1771663701,-0.2570247751,-0.8716884905,1.3130136291,0.7739138726,-2.3705994506,0.269772776,0.1566171694,-0.6524504409,-0.5515722194,-0.7165216354,1.4157166151,0.5552647398,0.5305073889,0.4044740545,1,1
0.3164590004,3.8090759467,-5.6151590112,6.0474451022,1.5540259569,-2.651353112,-0.7465792731,0.0555863113,-2.6786785422,-4.9594929116,6.4390533516,-7.5201173929,0.3863516674,-9.2523072475,-1.365188415,-0.5023621906,0.7844265982,1.4943046074,-1.8080121587,0.3883074282,0.208828369,-0.5117466192,-0.5838132208,-0.2198450291,1.4747525844,0.4911919257,0.5188682846,0.4025280677,1,1
0.7256457398,2.3008944378,-5.329976183,4.0076828047,-1.7304105903,-1.7321925682,-3.9685926181,1.0637281534,-0.4860965523,-4.6249849541,5.5887239147,-7.1482426364,1.680450741,-6.2102577466,0.4952821178,-3.5995402092,-4.8303242421,-0.6490901202,2.2501232488,0.5046462261,0.5896691273,0.1095413192,0.6010452765,-0.3647002782,-1.8430776922,0.3519092984,0.5945499781,0.099372236,1,1
0.7027099001,2.426432806,-5.2345132958,4.4166612429,-2.1708062159,-2.6675535612,-3.8780884548,0.9113371222,-0.1661990392,-5.0092485021,4.6757294187,-8.1671880517,0.6385592822,-6.7633343906,1.2968602561,-3.8117584098,-3.7541280662,-1.0491774023,1.5541972635,0.4227431292,0.5511796891,-0.0098023573,0.7216982301,0.4732457514,-1.9593037712,0.3194755401,0.6004849165,0.1293052251,1,1
1.0238738685,2.0014852663,-4.7697518322,3.8191945854,-1.2717542274,-1.7346624268,-3.0592450316,0.889804792,0.4153821132,-3.9558123435,3.5720548156,-7.1864515905,0.1472423408,-5.2493045489,1.6783336736,-2.6414731092,-1.3120585601,-0.391716051,1.1182635518,0.204137684,0.3432826487,-0.0541956644,0.7096539525,-0.3722158669,-2.0320683661,0.3667776021,0.3951706693,0.0202055389,1,1
-1.5855053669,3.2615845482,-4.1374219831,2.357096252,-1.4050433137,-1.8794371931,-3.5136868709,1.5156067457,-1.2071663612,-6.2345613323,5.4507460669,-7.3337140674,1.3611933241,-6.6080682522,-0.4810694249,-2.6024778705,-4.8351120524,-0.5530260891,0.3519489434,0.3159572589,0.5015431495,-0.5468688116,-0.0765836359,-0.4255503668,0.1236441864,0.3219845393,0.2640281605,0.1328167198,1,1
-1.7832288372,3.4027937131,-3.8227422655,2.6253681528,-1.9764154114,-2.7316890123,-3.4305591495,1.413203514,-0.7769414946,-6.1998817627,4.3667134863,-8.2432624337,0.3457611652,-6.5905502971,0.2655760959,-3.0284523885,-4.2144862749,-1.2136078477,-0.2654215954,0.364089115,0.4540319317,-0.5775258242,0.0459665375,0.4617000176,0.0441461612,0.3057044339,0.5309809863,0.2437455981,1,1
